sequenceID	source.name	species	subtype	genotype
OM243345	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243346	ncbi-nuccore-hmpv	HMPV	B	B2
OM243347	ncbi-nuccore-hmpv	HMPV	-	-
OM243348	ncbi-nuccore-hmpv	HMPV	B	B2
OM243349	ncbi-nuccore-hmpv	HMPV	B	B2
OM243350	ncbi-nuccore-hmpv	HMPV	B	B1
OM243351	ncbi-nuccore-hmpv	HMPV	A	A2b1
OM243352	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243353	ncbi-nuccore-hmpv	HMPV	-	-
OM243354	ncbi-nuccore-hmpv	HMPV	B	B2
OM243355	ncbi-nuccore-hmpv	HMPV	-	-
OM243356	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243357	ncbi-nuccore-hmpv	HMPV	B	B2
OM243358	ncbi-nuccore-hmpv	HMPV	B	B2
OM243359	ncbi-nuccore-hmpv	HMPV	-	-
OM243360	ncbi-nuccore-hmpv	HMPV	B	B2
OM243361	ncbi-nuccore-hmpv	HMPV	-	-
OM243362	ncbi-nuccore-hmpv	HMPV	A	A2b1
OM243363	ncbi-nuccore-hmpv	HMPV	-	-
OM243364	ncbi-nuccore-hmpv	HMPV	-	-
OM243365	ncbi-nuccore-hmpv	HMPV	B	B1
OM243366	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243367	ncbi-nuccore-hmpv	HMPV	-	-
OM243368	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243369	ncbi-nuccore-hmpv	HMPV	-	-
OM243370	ncbi-nuccore-hmpv	HMPV	B	B2
OM243371	ncbi-nuccore-hmpv	HMPV	B	B1
OM243372	ncbi-nuccore-hmpv	HMPV	A	A2b1
OM243373	ncbi-nuccore-hmpv	HMPV	-	-
OM243374	ncbi-nuccore-hmpv	HMPV	B	B1
OM243375	ncbi-nuccore-hmpv	HMPV	B	B2
OM243376	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243377	ncbi-nuccore-hmpv	HMPV	B	B2
OM243378	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243379	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243380	ncbi-nuccore-hmpv	HMPV	-	-
OM243381	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243382	ncbi-nuccore-hmpv	HMPV	B	B2
OM243383	ncbi-nuccore-hmpv	HMPV	-	-
OM243384	ncbi-nuccore-hmpv	HMPV	-	-
OM243385	ncbi-nuccore-hmpv	HMPV	-	-
OM243386	ncbi-nuccore-hmpv	HMPV	-	-
OM243387	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243388	ncbi-nuccore-hmpv	HMPV	B	B1
OM243389	ncbi-nuccore-hmpv	HMPV	B	B2
OM243390	ncbi-nuccore-hmpv	HMPV	B	B2
OM243391	ncbi-nuccore-hmpv	HMPV	B	B1
OM243392	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243393	ncbi-nuccore-hmpv	HMPV	B	B2
OM243394	ncbi-nuccore-hmpv	HMPV	B	B1
OM243395	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243396	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243397	ncbi-nuccore-hmpv	HMPV	B	B1
OM243398	ncbi-nuccore-hmpv	HMPV	B	B1
OM243399	ncbi-nuccore-hmpv	HMPV	B	B2
OM243400	ncbi-nuccore-hmpv	HMPV	B	B2
OM243401	ncbi-nuccore-hmpv	HMPV	B	B1
OM243402	ncbi-nuccore-hmpv	HMPV	B	B1
OM243403	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243404	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243405	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243406	ncbi-nuccore-hmpv	HMPV	B	B1
OM243407	ncbi-nuccore-hmpv	HMPV	B	B2
OM243408	ncbi-nuccore-hmpv	HMPV	B	B2
OM243409	ncbi-nuccore-hmpv	HMPV	B	B2
OM243410	ncbi-nuccore-hmpv	HMPV	B	B1
OM243411	ncbi-nuccore-hmpv	HMPV	B	B1
OM243412	ncbi-nuccore-hmpv	HMPV	-	-
OM243413	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243414	ncbi-nuccore-hmpv	HMPV	B	B2
OM243415	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243416	ncbi-nuccore-hmpv	HMPV	B	B1
OM243417	ncbi-nuccore-hmpv	HMPV	-	-
OM243418	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243419	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243420	ncbi-nuccore-hmpv	HMPV	B	B2
OM243421	ncbi-nuccore-hmpv	HMPV	B	B1
OM243422	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243423	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243424	ncbi-nuccore-hmpv	HMPV	B	B2
OM243425	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243426	ncbi-nuccore-hmpv	HMPV	B	B2
OM243427	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243428	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243429	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243430	ncbi-nuccore-hmpv	HMPV	B	B1
OM243431	ncbi-nuccore-hmpv	HMPV	B	B1
OM243432	ncbi-nuccore-hmpv	HMPV	B	B2
OM243433	ncbi-nuccore-hmpv	HMPV	B	B2
OM243434	ncbi-nuccore-hmpv	HMPV	B	B1
OM243435	ncbi-nuccore-hmpv	HMPV	B	B2
OM243436	ncbi-nuccore-hmpv	HMPV	B	B1
OM243437	ncbi-nuccore-hmpv	HMPV	B	B2
OM243438	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243439	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243440	ncbi-nuccore-hmpv	HMPV	-	-
OM243441	ncbi-nuccore-hmpv	HMPV	B	B1
OM243442	ncbi-nuccore-hmpv	HMPV	B	B1
OM243443	ncbi-nuccore-hmpv	HMPV	B	B2
OM243444	ncbi-nuccore-hmpv	HMPV	B	B1
OM243445	ncbi-nuccore-hmpv	HMPV	B	B2
OM243446	ncbi-nuccore-hmpv	HMPV	B	B2
OM243447	ncbi-nuccore-hmpv	HMPV	B	B2
OM243448	ncbi-nuccore-hmpv	HMPV	B	B2
OM243449	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243450	ncbi-nuccore-hmpv	HMPV	-	-
OM243451	ncbi-nuccore-hmpv	HMPV	B	B2
OM243452	ncbi-nuccore-hmpv	HMPV	B	B1
OM243453	ncbi-nuccore-hmpv	HMPV	A	-
OM243454	ncbi-nuccore-hmpv	HMPV	B	B1
OM243455	ncbi-nuccore-hmpv	HMPV	B	B1
OM243456	ncbi-nuccore-hmpv	HMPV	B	B2
OM243457	ncbi-nuccore-hmpv	HMPV	B	B1
OM243458	ncbi-nuccore-hmpv	HMPV	B	B1
OM243459	ncbi-nuccore-hmpv	HMPV	B	B2
OM243460	ncbi-nuccore-hmpv	HMPV	B	B1
OM243461	ncbi-nuccore-hmpv	HMPV	B	B1
OM243462	ncbi-nuccore-hmpv	HMPV	-	-
OM243463	ncbi-nuccore-hmpv	HMPV	B	B1
OM243464	ncbi-nuccore-hmpv	HMPV	B	B2
OM243465	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243466	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243467	ncbi-nuccore-hmpv	HMPV	-	-
OM243468	ncbi-nuccore-hmpv	HMPV	B	B1
OM243469	ncbi-nuccore-hmpv	HMPV	B	B2
OM243470	ncbi-nuccore-hmpv	HMPV	B	B1
OM243471	ncbi-nuccore-hmpv	HMPV	B	B2
OM243472	ncbi-nuccore-hmpv	HMPV	B	B1
OM243473	ncbi-nuccore-hmpv	HMPV	-	-
OM243474	ncbi-nuccore-hmpv	HMPV	B	B1
OM243475	ncbi-nuccore-hmpv	HMPV	B	B1
OM243476	ncbi-nuccore-hmpv	HMPV	B	B1
OM243477	ncbi-nuccore-hmpv	HMPV	B	B1
OM243478	ncbi-nuccore-hmpv	HMPV	B	B2
OM243479	ncbi-nuccore-hmpv	HMPV	B	B2
OM243480	ncbi-nuccore-hmpv	HMPV	B	B1
OM243481	ncbi-nuccore-hmpv	HMPV	B	B2
OM243482	ncbi-nuccore-hmpv	HMPV	B	B2
OM243483	ncbi-nuccore-hmpv	HMPV	B	B2
OM243484	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243485	ncbi-nuccore-hmpv	HMPV	-	-
OM243486	ncbi-nuccore-hmpv	HMPV	B	B2
OM243487	ncbi-nuccore-hmpv	HMPV	B	B1
OM243488	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243489	ncbi-nuccore-hmpv	HMPV	B	B2
OM243490	ncbi-nuccore-hmpv	HMPV	B	B1
OM243491	ncbi-nuccore-hmpv	HMPV	B	B2
OM243492	ncbi-nuccore-hmpv	HMPV	B	B2
OM243493	ncbi-nuccore-hmpv	HMPV	B	B2
OM243494	ncbi-nuccore-hmpv	HMPV	B	B1
OM243495	ncbi-nuccore-hmpv	HMPV	-	-
OM243496	ncbi-nuccore-hmpv	HMPV	B	B1
OM243497	ncbi-nuccore-hmpv	HMPV	B	B1
OM243498	ncbi-nuccore-hmpv	HMPV	-	-
OM243499	ncbi-nuccore-hmpv	HMPV	B	B1
OM243500	ncbi-nuccore-hmpv	HMPV	B	B2
OM243501	ncbi-nuccore-hmpv	HMPV	B	B1
OM243502	ncbi-nuccore-hmpv	HMPV	-	-
OM243503	ncbi-nuccore-hmpv	HMPV	B	B1
OM243504	ncbi-nuccore-hmpv	HMPV	B	B2
OM243505	ncbi-nuccore-hmpv	HMPV	B	B2
OM243506	ncbi-nuccore-hmpv	HMPV	B	B2
OM243507	ncbi-nuccore-hmpv	HMPV	B	B1
OM243508	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243509	ncbi-nuccore-hmpv	HMPV	B	B2
OM243510	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243511	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243512	ncbi-nuccore-hmpv	HMPV	B	B2
OM243513	ncbi-nuccore-hmpv	HMPV	B	B2
OM243514	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243515	ncbi-nuccore-hmpv	HMPV	B	B2
OM243516	ncbi-nuccore-hmpv	HMPV	B	B2
OM243517	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243518	ncbi-nuccore-hmpv	HMPV	B	B1
OM243519	ncbi-nuccore-hmpv	HMPV	B	B1
OM243520	ncbi-nuccore-hmpv	HMPV	B	B1
OM243521	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243522	ncbi-nuccore-hmpv	HMPV	B	B2
OM243523	ncbi-nuccore-hmpv	HMPV	-	-
OM243524	ncbi-nuccore-hmpv	HMPV	-	-
OM243525	ncbi-nuccore-hmpv	HMPV	B	B2
OM243526	ncbi-nuccore-hmpv	HMPV	B	B1
OM243527	ncbi-nuccore-hmpv	HMPV	B	B2
OM243528	ncbi-nuccore-hmpv	HMPV	B	B1
OM243529	ncbi-nuccore-hmpv	HMPV	B	B2
OM243530	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243531	ncbi-nuccore-hmpv	HMPV	B	B2
OM243532	ncbi-nuccore-hmpv	HMPV	B	B2
OM243533	ncbi-nuccore-hmpv	HMPV	B	B1
OM243534	ncbi-nuccore-hmpv	HMPV	B	B1
OM243535	ncbi-nuccore-hmpv	HMPV	B	B2
OM243536	ncbi-nuccore-hmpv	HMPV	B	B1
OM243537	ncbi-nuccore-hmpv	HMPV	B	B2
OM243538	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243539	ncbi-nuccore-hmpv	HMPV	B	B1
OM243540	ncbi-nuccore-hmpv	HMPV	B	B1
OM243541	ncbi-nuccore-hmpv	HMPV	B	B2
OM243542	ncbi-nuccore-hmpv	HMPV	A	-
OM243543	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243544	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243545	ncbi-nuccore-hmpv	HMPV	-	-
OM243546	ncbi-nuccore-hmpv	HMPV	-	-
OM243547	ncbi-nuccore-hmpv	HMPV	-	-
OM243548	ncbi-nuccore-hmpv	HMPV	B	-
OM243549	ncbi-nuccore-hmpv	HMPV	B	B1
OM243550	ncbi-nuccore-hmpv	HMPV	-	-
OM243551	ncbi-nuccore-hmpv	HMPV	B	B2
OM243552	ncbi-nuccore-hmpv	HMPV	B	B1
OM243553	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243554	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243555	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243556	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243557	ncbi-nuccore-hmpv	HMPV	B	B2
OM243558	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243559	ncbi-nuccore-hmpv	HMPV	-	-
OM243560	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243561	ncbi-nuccore-hmpv	HMPV	B	B1
OM243562	ncbi-nuccore-hmpv	HMPV	B	B1
OM243563	ncbi-nuccore-hmpv	HMPV	B	B1
OM243564	ncbi-nuccore-hmpv	HMPV	-	-
OM243565	ncbi-nuccore-hmpv	HMPV	-	-
OM243566	ncbi-nuccore-hmpv	HMPV	B	B2
OM243567	ncbi-nuccore-hmpv	HMPV	-	-
OM243568	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243569	ncbi-nuccore-hmpv	HMPV	B	B2
OM243570	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243571	ncbi-nuccore-hmpv	HMPV	B	B2
OM243572	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243573	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243574	ncbi-nuccore-hmpv	HMPV	B	B2
OM243575	ncbi-nuccore-hmpv	HMPV	B	B2
OM243576	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243577	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243578	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243579	ncbi-nuccore-hmpv	HMPV	B	B2
OM243580	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243581	ncbi-nuccore-hmpv	HMPV	B	B2
OM243582	ncbi-nuccore-hmpv	HMPV	B	B1
OM243583	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243584	ncbi-nuccore-hmpv	HMPV	B	B1
OM243585	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243586	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243587	ncbi-nuccore-hmpv	HMPV	A	-
OM243588	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243589	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243590	ncbi-nuccore-hmpv	HMPV	B	B2
OM243591	ncbi-nuccore-hmpv	HMPV	B	B2
OM243592	ncbi-nuccore-hmpv	HMPV	-	-
OM243593	ncbi-nuccore-hmpv	HMPV	A	A2b1
OM243594	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243595	ncbi-nuccore-hmpv	HMPV	B	B1
OM243596	ncbi-nuccore-hmpv	HMPV	-	-
OM243597	ncbi-nuccore-hmpv	HMPV	B	B1
OM243598	ncbi-nuccore-hmpv	HMPV	B	B2
OM243599	ncbi-nuccore-hmpv	HMPV	-	-
OM243600	ncbi-nuccore-hmpv	HMPV	B	B1
OM243601	ncbi-nuccore-hmpv	HMPV	B	B1
OM243602	ncbi-nuccore-hmpv	HMPV	-	-
OM243603	ncbi-nuccore-hmpv	HMPV	B	B1
OM243604	ncbi-nuccore-hmpv	HMPV	B	B1
OM243605	ncbi-nuccore-hmpv	HMPV	B	B2
OM243606	ncbi-nuccore-hmpv	HMPV	B	B2
OM243607	ncbi-nuccore-hmpv	HMPV	B	B1
OM243608	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243609	ncbi-nuccore-hmpv	HMPV	-	-
OM243610	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243611	ncbi-nuccore-hmpv	HMPV	B	B2
OM243612	ncbi-nuccore-hmpv	HMPV	B	B1
OM243613	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243614	ncbi-nuccore-hmpv	HMPV	-	-
OM243615	ncbi-nuccore-hmpv	HMPV	B	B1
OM243616	ncbi-nuccore-hmpv	HMPV	B	B1
OM243617	ncbi-nuccore-hmpv	HMPV	A	-
OM243618	ncbi-nuccore-hmpv	HMPV	-	-
OM243619	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243620	ncbi-nuccore-hmpv	HMPV	A	-
OM243621	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243622	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243623	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243624	ncbi-nuccore-hmpv	HMPV	B	B2
OM243625	ncbi-nuccore-hmpv	HMPV	B	B1
OM243626	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243627	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243628	ncbi-nuccore-hmpv	HMPV	B	B2
OM243629	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243630	ncbi-nuccore-hmpv	HMPV	B	B2
OM243631	ncbi-nuccore-hmpv	HMPV	B	B2
OM243632	ncbi-nuccore-hmpv	HMPV	B	B2
OM243633	ncbi-nuccore-hmpv	HMPV	B	B2
OM243634	ncbi-nuccore-hmpv	HMPV	B	B1
OM243635	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243636	ncbi-nuccore-hmpv	HMPV	B	B2
OM243637	ncbi-nuccore-hmpv	HMPV	A	-
OM243638	ncbi-nuccore-hmpv	HMPV	B	B1
OM243639	ncbi-nuccore-hmpv	HMPV	B	B2
OM243640	ncbi-nuccore-hmpv	HMPV	B	B1
OM243641	ncbi-nuccore-hmpv	HMPV	B	B1
OM243642	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243643	ncbi-nuccore-hmpv	HMPV	B	B1
OM243644	ncbi-nuccore-hmpv	HMPV	-	-
OM243645	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243646	ncbi-nuccore-hmpv	HMPV	B	B1
OM243647	ncbi-nuccore-hmpv	HMPV	B	B1
OM243648	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243649	ncbi-nuccore-hmpv	HMPV	B	B2
OM243650	ncbi-nuccore-hmpv	HMPV	B	B1
OM243651	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243652	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243653	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243654	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243655	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243656	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243657	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243658	ncbi-nuccore-hmpv	HMPV	B	B1
OM243659	ncbi-nuccore-hmpv	HMPV	A	A2b1
OM243660	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243661	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243662	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243663	ncbi-nuccore-hmpv	HMPV	B	B1
OM243664	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243665	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243666	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243667	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243668	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243669	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243670	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243671	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243672	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243673	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243674	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243675	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243676	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243677	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243678	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243679	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243680	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243681	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243682	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243683	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243684	ncbi-nuccore-hmpv	HMPV	B	B1
OM243685	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243686	ncbi-nuccore-hmpv	HMPV	B	B2
OM243687	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243688	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243689	ncbi-nuccore-hmpv	HMPV	-	-
OM243690	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243691	ncbi-nuccore-hmpv	HMPV	B	B2
OM243692	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243693	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243694	ncbi-nuccore-hmpv	HMPV	B	B1
OM243695	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243696	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243697	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243698	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243699	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243700	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243701	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243702	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243703	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243704	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243705	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243706	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243707	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243708	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243709	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243710	ncbi-nuccore-hmpv	HMPV	B	B1
OM243711	ncbi-nuccore-hmpv	HMPV	A	-
OM243712	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243713	ncbi-nuccore-hmpv	HMPV	-	-
OM243714	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243715	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243716	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243717	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243718	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243719	ncbi-nuccore-hmpv	HMPV	B	B2
OM243720	ncbi-nuccore-hmpv	HMPV	B	B1
OM243721	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243722	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243723	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243724	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243725	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243726	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243727	ncbi-nuccore-hmpv	HMPV	B	B1
OM243728	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243729	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243730	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243731	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243732	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243733	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243734	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243735	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243736	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243737	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243738	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243739	ncbi-nuccore-hmpv	HMPV	B	B1
OM243740	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243741	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243742	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243743	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243744	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243745	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243746	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243747	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243748	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243749	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243750	ncbi-nuccore-hmpv	HMPV	B	B1
OM243751	ncbi-nuccore-hmpv	HMPV	B	B1
OM243752	ncbi-nuccore-hmpv	HMPV	B	B1
OM243753	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243754	ncbi-nuccore-hmpv	HMPV	B	B1
OM243755	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243756	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243757	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243758	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243759	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243760	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243761	ncbi-nuccore-hmpv	HMPV	A	-
OM243762	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243763	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243764	ncbi-nuccore-hmpv	HMPV	B	B1
OM243765	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243766	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243767	ncbi-nuccore-hmpv	HMPV	B	B1
OM243768	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243769	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243770	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243771	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243772	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243773	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243774	ncbi-nuccore-hmpv	HMPV	B	B1
OM243775	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243776	ncbi-nuccore-hmpv	HMPV	B	B1
OM243777	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243778	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243779	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243780	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243781	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243782	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243783	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243784	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243785	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243786	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243787	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243788	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243789	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243790	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243791	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243792	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243793	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243794	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243795	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243796	ncbi-nuccore-hmpv	HMPV	B	B2
OM243797	ncbi-nuccore-hmpv	HMPV	A	A2b2
OM243798	ncbi-nuccore-hmpv	HMPV	A	A2b2
